origin_region,origin_sector,scope,year
LV,Manufacture of fish products,old_scope_including_fish,2020
LV,Meat animals nec,old_scope_including_fish,2020
LV,Pigs farming,old_scope_including_fish,2020
LV,Poultry farming,old_scope_including_fish,2020
LV,Processing of dairy products,old_scope_including_fish,2020
LV,Processing of meat cattle,old_scope_including_fish,2020
LV,Processing of meat pigs,old_scope_including_fish,2020
LV,Processing of meat poultry,old_scope_including_fish,2020
LV,Production of meat products nec,old_scope_including_fish,2020
LV,Raw milk,old_scope_including_fish,2020
MT,Animal products nec,old_scope_including_fish,2020
MT,Cattle farming,old_scope_including_fish,2020
MT,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
MT,Manufacture of fish products,old_scope_including_fish,2020
MT,Meat animals nec,old_scope_including_fish,2020
MT,Pigs farming,old_scope_including_fish,2020
MT,Poultry farming,old_scope_including_fish,2020
MT,Processing of dairy products,old_scope_including_fish,2020
MT,Processing of meat cattle,old_scope_including_fish,2020
MT,Processing of meat pigs,old_scope_including_fish,2020
MT,Processing of meat poultry,old_scope_including_fish,2020
MT,Production of meat products nec,old_scope_including_fish,2020
MT,Raw milk,old_scope_including_fish,2020
MX,Animal products nec,old_scope_including_fish,2020
MX,Cattle farming,old_scope_including_fish,2020
MX,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
MX,Manufacture of fish products,old_scope_including_fish,2020
MX,Meat animals nec,old_scope_including_fish,2020
MX,Pigs farming,old_scope_including_fish,2020
MX,Poultry farming,old_scope_including_fish,2020
MX,Processing of dairy products,old_scope_including_fish,2020
MX,Processing of meat cattle,old_scope_including_fish,2020
MX,Processing of meat pigs,old_scope_including_fish,2020
MX,Processing of meat poultry,old_scope_including_fish,2020
MX,Production of meat products nec,old_scope_including_fish,2020
MX,Raw milk,old_scope_including_fish,2020
NL,Animal products nec,old_scope_including_fish,2020
NL,Cattle farming,old_scope_including_fish,2020
NL,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
NL,Manufacture of fish products,old_scope_including_fish,2020
NL,Meat animals nec,old_scope_including_fish,2020
NL,Pigs farming,old_scope_including_fish,2020
NL,Poultry farming,old_scope_including_fish,2020
NL,Processing of dairy products,old_scope_including_fish,2020
NL,Processing of meat cattle,old_scope_including_fish,2020
NL,Processing of meat pigs,old_scope_including_fish,2020
NL,Processing of meat poultry,old_scope_including_fish,2020
NL,Production of meat products nec,old_scope_including_fish,2020
NL,Raw milk,old_scope_including_fish,2020
NO,Animal products nec,old_scope_including_fish,2020
NO,Cattle farming,old_scope_including_fish,2020
NO,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
NO,Manufacture of fish products,old_scope_including_fish,2020
NO,Meat animals nec,old_scope_including_fish,2020
NO,Pigs farming,old_scope_including_fish,2020
NO,Poultry farming,old_scope_including_fish,2020
NO,Processing of dairy products,old_scope_including_fish,2020
NO,Processing of meat cattle,old_scope_including_fish,2020
NO,Processing of meat pigs,old_scope_including_fish,2020
NO,Processing of meat poultry,old_scope_including_fish,2020
NO,Production of meat products nec,old_scope_including_fish,2020
NO,Raw milk,old_scope_including_fish,2020
PL,Animal products nec,old_scope_including_fish,2020
PL,Cattle farming,old_scope_including_fish,2020
PL,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
PL,Manufacture of fish products,old_scope_including_fish,2020
PL,Meat animals nec,old_scope_including_fish,2020
PL,Pigs farming,old_scope_including_fish,2020
PL,Poultry farming,old_scope_including_fish,2020
PL,Processing of dairy products,old_scope_including_fish,2020
PL,Processing of meat cattle,old_scope_including_fish,2020
PL,Processing of meat pigs,old_scope_including_fish,2020
PL,Processing of meat poultry,old_scope_including_fish,2020
PL,Production of meat products nec,old_scope_including_fish,2020
PL,Raw milk,old_scope_including_fish,2020
PT,Animal products nec,old_scope_including_fish,2020
PT,Cattle farming,old_scope_including_fish,2020
PT,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
PT,Manufacture of fish products,old_scope_including_fish,2020
PT,Meat animals nec,old_scope_including_fish,2020
PT,Pigs farming,old_scope_including_fish,2020
PT,Poultry farming,old_scope_including_fish,2020
PT,Processing of dairy products,old_scope_including_fish,2020
PT,Processing of meat cattle,old_scope_including_fish,2020
PT,Processing of meat pigs,old_scope_including_fish,2020
PT,Processing of meat poultry,old_scope_including_fish,2020
PT,Production of meat products nec,old_scope_including_fish,2020
PT,Raw milk,old_scope_including_fish,2020
RO,Animal products nec,old_scope_including_fish,2020
RO,Cattle farming,old_scope_including_fish,2020
RO,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
RO,Manufacture of fish products,old_scope_including_fish,2020
RO,Meat animals nec,old_scope_including_fish,2020
RO,Pigs farming,old_scope_including_fish,2020
RO,Poultry farming,old_scope_including_fish,2020
RO,Processing of dairy products,old_scope_including_fish,2020
RO,Processing of meat cattle,old_scope_including_fish,2020
RO,Processing of meat pigs,old_scope_including_fish,2020
RO,Processing of meat poultry,old_scope_including_fish,2020
RO,Production of meat products nec,old_scope_including_fish,2020
RO,Raw milk,old_scope_including_fish,2020
RU,Animal products nec,old_scope_including_fish,2020
RU,Cattle farming,old_scope_including_fish,2020
RU,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
RU,Manufacture of fish products,old_scope_including_fish,2020
RU,Meat animals nec,old_scope_including_fish,2020
RU,Pigs farming,old_scope_including_fish,2020
RU,Poultry farming,old_scope_including_fish,2020
RU,Processing of dairy products,old_scope_including_fish,2020
RU,Processing of meat cattle,old_scope_including_fish,2020
RU,Processing of meat pigs,old_scope_including_fish,2020
RU,Processing of meat poultry,old_scope_including_fish,2020
RU,Production of meat products nec,old_scope_including_fish,2020
RU,Raw milk,old_scope_including_fish,2020
SE,Animal products nec,old_scope_including_fish,2020
SE,Cattle farming,old_scope_including_fish,2020
SE,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
SE,Manufacture of fish products,old_scope_including_fish,2020
SE,Meat animals nec,old_scope_including_fish,2020
SE,Pigs farming,old_scope_including_fish,2020
SE,Poultry farming,old_scope_including_fish,2020
SE,Processing of dairy products,old_scope_including_fish,2020
SE,Processing of meat cattle,old_scope_including_fish,2020
SE,Processing of meat pigs,old_scope_including_fish,2020
SE,Processing of meat poultry,old_scope_including_fish,2020
SE,Production of meat products nec,old_scope_including_fish,2020
SE,Raw milk,old_scope_including_fish,2020
SI,Animal products nec,old_scope_including_fish,2020
SI,Cattle farming,old_scope_including_fish,2020
SI,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
SI,Manufacture of fish products,old_scope_including_fish,2020
SI,Meat animals nec,old_scope_including_fish,2020
SI,Pigs farming,old_scope_including_fish,2020
SI,Poultry farming,old_scope_including_fish,2020
SI,Processing of dairy products,old_scope_including_fish,2020
SI,Processing of meat cattle,old_scope_including_fish,2020
SI,Processing of meat pigs,old_scope_including_fish,2020
SI,Processing of meat poultry,old_scope_including_fish,2020
SI,Production of meat products nec,old_scope_including_fish,2020
SI,Raw milk,old_scope_including_fish,2020
SK,Animal products nec,old_scope_including_fish,2020
SK,Cattle farming,old_scope_including_fish,2020
SK,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
SK,Manufacture of fish products,old_scope_including_fish,2020
SK,Meat animals nec,old_scope_including_fish,2020
SK,Pigs farming,old_scope_including_fish,2020
SK,Poultry farming,old_scope_including_fish,2020
SK,Processing of dairy products,old_scope_including_fish,2020
SK,Processing of meat cattle,old_scope_including_fish,2020
SK,Processing of meat pigs,old_scope_including_fish,2020
SK,Processing of meat poultry,old_scope_including_fish,2020
SK,Production of meat products nec,old_scope_including_fish,2020
SK,Raw milk,old_scope_including_fish,2020
TR,Animal products nec,old_scope_including_fish,2020
TR,Cattle farming,old_scope_including_fish,2020
TR,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
TR,Manufacture of fish products,old_scope_including_fish,2020
TR,Meat animals nec,old_scope_including_fish,2020
TR,Pigs farming,old_scope_including_fish,2020
TR,Poultry farming,old_scope_including_fish,2020
TR,Processing of dairy products,old_scope_including_fish,2020
TR,Processing of meat cattle,old_scope_including_fish,2020
TR,Processing of meat pigs,old_scope_including_fish,2020
TR,Processing of meat poultry,old_scope_including_fish,2020
TR,Production of meat products nec,old_scope_including_fish,2020
TR,Raw milk,old_scope_including_fish,2020
TW,Animal products nec,old_scope_including_fish,2020
TW,Cattle farming,old_scope_including_fish,2020
TW,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
TW,Manufacture of fish products,old_scope_including_fish,2020
TW,Meat animals nec,old_scope_including_fish,2020
TW,Pigs farming,old_scope_including_fish,2020
TW,Poultry farming,old_scope_including_fish,2020
TW,Processing of dairy products,old_scope_including_fish,2020
TW,Processing of meat cattle,old_scope_including_fish,2020
TW,Processing of meat pigs,old_scope_including_fish,2020
TW,Processing of meat poultry,old_scope_including_fish,2020
TW,Production of meat products nec,old_scope_including_fish,2020
TW,Raw milk,old_scope_including_fish,2020
US,Animal products nec,old_scope_including_fish,2020
US,Cattle farming,old_scope_including_fish,2020
US,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
US,Manufacture of fish products,old_scope_including_fish,2020
US,Meat animals nec,old_scope_including_fish,2020
US,Pigs farming,old_scope_including_fish,2020
US,Poultry farming,old_scope_including_fish,2020
US,Processing of dairy products,old_scope_including_fish,2020
US,Processing of meat cattle,old_scope_including_fish,2020
US,Processing of meat pigs,old_scope_including_fish,2020
US,Processing of meat poultry,old_scope_including_fish,2020
US,Production of meat products nec,old_scope_including_fish,2020
US,Raw milk,old_scope_including_fish,2020
WA,Animal products nec,old_scope_including_fish,2020
WA,Cattle farming,old_scope_including_fish,2020
WA,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
WA,Manufacture of fish products,old_scope_including_fish,2020
WA,Meat animals nec,old_scope_including_fish,2020
WA,Pigs farming,old_scope_including_fish,2020
WA,Poultry farming,old_scope_including_fish,2020
WA,Processing of dairy products,old_scope_including_fish,2020
WA,Processing of meat cattle,old_scope_including_fish,2020
WA,Processing of meat pigs,old_scope_including_fish,2020
WA,Processing of meat poultry,old_scope_including_fish,2020
WA,Production of meat products nec,old_scope_including_fish,2020
WA,Raw milk,old_scope_including_fish,2020
WE,Animal products nec,old_scope_including_fish,2020
WE,Cattle farming,old_scope_including_fish,2020
WE,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
WE,Manufacture of fish products,old_scope_including_fish,2020
WE,Meat animals nec,old_scope_including_fish,2020
WE,Pigs farming,old_scope_including_fish,2020
WE,Poultry farming,old_scope_including_fish,2020
WE,Processing of dairy products,old_scope_including_fish,2020
WE,Processing of meat cattle,old_scope_including_fish,2020
WE,Processing of meat pigs,old_scope_including_fish,2020
WE,Processing of meat poultry,old_scope_including_fish,2020
WE,Production of meat products nec,old_scope_including_fish,2020
WE,Raw milk,old_scope_including_fish,2020
WF,Animal products nec,old_scope_including_fish,2020
WF,Cattle farming,old_scope_including_fish,2020
WF,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
WF,Manufacture of fish products,old_scope_including_fish,2020
WF,Meat animals nec,old_scope_including_fish,2020
WF,Pigs farming,old_scope_including_fish,2020
WF,Poultry farming,old_scope_including_fish,2020
WF,Processing of dairy products,old_scope_including_fish,2020
WF,Processing of meat cattle,old_scope_including_fish,2020
WF,Processing of meat pigs,old_scope_including_fish,2020
WF,Processing of meat poultry,old_scope_including_fish,2020
WF,Production of meat products nec,old_scope_including_fish,2020
WF,Raw milk,old_scope_including_fish,2020
WL,Animal products nec,old_scope_including_fish,2020
WL,Cattle farming,old_scope_including_fish,2020
WL,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
WL,Manufacture of fish products,old_scope_including_fish,2020
WL,Meat animals nec,old_scope_including_fish,2020
WL,Pigs farming,old_scope_including_fish,2020
WL,Poultry farming,old_scope_including_fish,2020
WL,Processing of dairy products,old_scope_including_fish,2020
WL,Processing of meat cattle,old_scope_including_fish,2020
WL,Processing of meat pigs,old_scope_including_fish,2020
WL,Processing of meat poultry,old_scope_including_fish,2020
WL,Production of meat products nec,old_scope_including_fish,2020
WL,Raw milk,old_scope_including_fish,2020
WM,Animal products nec,old_scope_including_fish,2020
WM,Cattle farming,old_scope_including_fish,2020
WM,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
WM,Manufacture of fish products,old_scope_including_fish,2020
WM,Meat animals nec,old_scope_including_fish,2020
WM,Pigs farming,old_scope_including_fish,2020
WM,Poultry farming,old_scope_including_fish,2020
WM,Processing of dairy products,old_scope_including_fish,2020
WM,Processing of meat cattle,old_scope_including_fish,2020
WM,Processing of meat pigs,old_scope_including_fish,2020
WM,Processing of meat poultry,old_scope_including_fish,2020
WM,Production of meat products nec,old_scope_including_fish,2020
WM,Raw milk,old_scope_including_fish,2020
ZA,Animal products nec,old_scope_including_fish,2020
ZA,Cattle farming,old_scope_including_fish,2020
ZA,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",old_scope_including_fish,2020
ZA,Manufacture of fish products,old_scope_including_fish,2020
ZA,Meat animals nec,old_scope_including_fish,2020
ZA,Pigs farming,old_scope_including_fish,2020
ZA,Poultry farming,old_scope_including_fish,2020
ZA,Processing of dairy products,old_scope_including_fish,2020
ZA,Processing of meat cattle,old_scope_including_fish,2020
ZA,Processing of meat pigs,old_scope_including_fish,2020
ZA,Processing of meat poultry,old_scope_including_fish,2020
ZA,Production of meat products nec,old_scope_including_fish,2020
ZA,Raw milk,old_scope_including_fish,2020
AT,Animal products nec,terrestrial_animal_products,2021
AT,Cattle farming,terrestrial_animal_products,2021
AT,Meat animals nec,terrestrial_animal_products,2021
AT,Pigs farming,terrestrial_animal_products,2021
AT,Poultry farming,terrestrial_animal_products,2021
AT,Processing of dairy products,terrestrial_animal_products,2021
AT,Processing of meat cattle,terrestrial_animal_products,2021
AT,Processing of meat pigs,terrestrial_animal_products,2021
AT,Processing of meat poultry,terrestrial_animal_products,2021
AT,Production of meat products nec,terrestrial_animal_products,2021
AT,Raw milk,terrestrial_animal_products,2021
AU,Animal products nec,terrestrial_animal_products,2021
AU,Cattle farming,terrestrial_animal_products,2021
AU,Meat animals nec,terrestrial_animal_products,2021
AU,Pigs farming,terrestrial_animal_products,2021
AU,Poultry farming,terrestrial_animal_products,2021
AU,Processing of dairy products,terrestrial_animal_products,2021
AU,Processing of meat cattle,terrestrial_animal_products,2021
AU,Processing of meat pigs,terrestrial_animal_products,2021
AU,Processing of meat poultry,terrestrial_animal_products,2021
AU,Production of meat products nec,terrestrial_animal_products,2021
AU,Raw milk,terrestrial_animal_products,2021
BE,Animal products nec,terrestrial_animal_products,2021
BE,Cattle farming,terrestrial_animal_products,2021
BE,Meat animals nec,terrestrial_animal_products,2021
BE,Pigs farming,terrestrial_animal_products,2021
BE,Poultry farming,terrestrial_animal_products,2021
BE,Processing of dairy products,terrestrial_animal_products,2021
BE,Processing of meat cattle,terrestrial_animal_products,2021
BE,Processing of meat pigs,terrestrial_animal_products,2021
BE,Processing of meat poultry,terrestrial_animal_products,2021
BE,Production of meat products nec,terrestrial_animal_products,2021
BE,Raw milk,terrestrial_animal_products,2021
BG,Animal products nec,terrestrial_animal_products,2021
BG,Cattle farming,terrestrial_animal_products,2021
BG,Meat animals nec,terrestrial_animal_products,2021
BG,Pigs farming,terrestrial_animal_products,2021
BG,Poultry farming,terrestrial_animal_products,2021
BG,Processing of dairy products,terrestrial_animal_products,2021
BG,Processing of meat cattle,terrestrial_animal_products,2021
BG,Processing of meat pigs,terrestrial_animal_products,2021
BG,Processing of meat poultry,terrestrial_animal_products,2021
BG,Production of meat products nec,terrestrial_animal_products,2021
BG,Raw milk,terrestrial_animal_products,2021
BR,Animal products nec,terrestrial_animal_products,2021
BR,Cattle farming,terrestrial_animal_products,2021
BR,Meat animals nec,terrestrial_animal_products,2021
BR,Pigs farming,terrestrial_animal_products,2021
BR,Poultry farming,terrestrial_animal_products,2021
BR,Processing of dairy products,terrestrial_animal_products,2021
BR,Processing of meat cattle,terrestrial_animal_products,2021
BR,Processing of meat pigs,terrestrial_animal_products,2021
BR,Processing of meat poultry,terrestrial_animal_products,2021
BR,Production of meat products nec,terrestrial_animal_products,2021
BR,Raw milk,terrestrial_animal_products,2021
CA,Animal products nec,terrestrial_animal_products,2021
CA,Cattle farming,terrestrial_animal_products,2021
CA,Meat animals nec,terrestrial_animal_products,2021
CA,Pigs farming,terrestrial_animal_products,2021
CA,Poultry farming,terrestrial_animal_products,2021
CA,Processing of dairy products,terrestrial_animal_products,2021
CA,Processing of meat cattle,terrestrial_animal_products,2021
CA,Processing of meat pigs,terrestrial_animal_products,2021
CA,Processing of meat poultry,terrestrial_animal_products,2021
CA,Production of meat products nec,terrestrial_animal_products,2021
CA,Raw milk,terrestrial_animal_products,2021
CH,Animal products nec,terrestrial_animal_products,2021
CH,Cattle farming,terrestrial_animal_products,2021
CH,Meat animals nec,terrestrial_animal_products,2021
CH,Pigs farming,terrestrial_animal_products,2021
CH,Poultry farming,terrestrial_animal_products,2021
CH,Processing of dairy products,terrestrial_animal_products,2021
CH,Processing of meat cattle,terrestrial_animal_products,2021
CH,Processing of meat pigs,terrestrial_animal_products,2021
CH,Processing of meat poultry,terrestrial_animal_products,2021
CH,Production of meat products nec,terrestrial_animal_products,2021
CH,Raw milk,terrestrial_animal_products,2021
CN,Animal products nec,terrestrial_animal_products,2021
CN,Cattle farming,terrestrial_animal_products,2021
CN,Meat animals nec,terrestrial_animal_products,2021
CN,Pigs farming,terrestrial_animal_products,2021
CN,Poultry farming,terrestrial_animal_products,2021
CN,Processing of dairy products,terrestrial_animal_products,2021
CN,Processing of meat cattle,terrestrial_animal_products,2021
CN,Processing of meat pigs,terrestrial_animal_products,2021
CN,Processing of meat poultry,terrestrial_animal_products,2021
CN,Production of meat products nec,terrestrial_animal_products,2021
CN,Raw milk,terrestrial_animal_products,2021
CY,Animal products nec,terrestrial_animal_products,2021
CY,Cattle farming,terrestrial_animal_products,2021
CY,Meat animals nec,terrestrial_animal_products,2021
CY,Pigs farming,terrestrial_animal_products,2021
CY,Poultry farming,terrestrial_animal_products,2021
CY,Processing of dairy products,terrestrial_animal_products,2021
CY,Processing of meat cattle,terrestrial_animal_products,2021
CY,Processing of meat pigs,terrestrial_animal_products,2021
CY,Processing of meat poultry,terrestrial_animal_products,2021
CY,Production of meat products nec,terrestrial_animal_products,2021
CY,Raw milk,terrestrial_animal_products,2021
CZ,Animal products nec,terrestrial_animal_products,2021
CZ,Cattle farming,terrestrial_animal_products,2021
CZ,Meat animals nec,terrestrial_animal_products,2021
CZ,Pigs farming,terrestrial_animal_products,2021
CZ,Poultry farming,terrestrial_animal_products,2021
CZ,Processing of dairy products,terrestrial_animal_products,2021
CZ,Processing of meat cattle,terrestrial_animal_products,2021
CZ,Processing of meat pigs,terrestrial_animal_products,2021
CZ,Processing of meat poultry,terrestrial_animal_products,2021
CZ,Production of meat products nec,terrestrial_animal_products,2021
CZ,Raw milk,terrestrial_animal_products,2021
DE,Animal products nec,terrestrial_animal_products,2021
DE,Cattle farming,terrestrial_animal_products,2021
DE,Meat animals nec,terrestrial_animal_products,2021
DE,Pigs farming,terrestrial_animal_products,2021
DE,Poultry farming,terrestrial_animal_products,2021
DE,Processing of dairy products,terrestrial_animal_products,2021
DE,Processing of meat cattle,terrestrial_animal_products,2021
DE,Processing of meat pigs,terrestrial_animal_products,2021
DE,Processing of meat poultry,terrestrial_animal_products,2021
DE,Production of meat products nec,terrestrial_animal_products,2021
DE,Raw milk,terrestrial_animal_products,2021
DK,Animal products nec,terrestrial_animal_products,2021
DK,Cattle farming,terrestrial_animal_products,2021
DK,Meat animals nec,terrestrial_animal_products,2021
DK,Pigs farming,terrestrial_animal_products,2021
DK,Poultry farming,terrestrial_animal_products,2021
DK,Processing of dairy products,terrestrial_animal_products,2021
DK,Processing of meat cattle,terrestrial_animal_products,2021
DK,Processing of meat pigs,terrestrial_animal_products,2021
DK,Processing of meat poultry,terrestrial_animal_products,2021
DK,Production of meat products nec,terrestrial_animal_products,2021
DK,Raw milk,terrestrial_animal_products,2021
EE,Animal products nec,terrestrial_animal_products,2021
EE,Cattle farming,terrestrial_animal_products,2021
EE,Meat animals nec,terrestrial_animal_products,2021
EE,Pigs farming,terrestrial_animal_products,2021
EE,Poultry farming,terrestrial_animal_products,2021
EE,Processing of dairy products,terrestrial_animal_products,2021
EE,Processing of meat cattle,terrestrial_animal_products,2021
EE,Processing of meat pigs,terrestrial_animal_products,2021
EE,Processing of meat poultry,terrestrial_animal_products,2021
EE,Production of meat products nec,terrestrial_animal_products,2021
EE,Raw milk,terrestrial_animal_products,2021
ES,Animal products nec,terrestrial_animal_products,2021
ES,Cattle farming,terrestrial_animal_products,2021
ES,Meat animals nec,terrestrial_animal_products,2021
ES,Pigs farming,terrestrial_animal_products,2021
ES,Poultry farming,terrestrial_animal_products,2021
ES,Processing of dairy products,terrestrial_animal_products,2021
ES,Processing of meat cattle,terrestrial_animal_products,2021
ES,Processing of meat pigs,terrestrial_animal_products,2021
ES,Processing of meat poultry,terrestrial_animal_products,2021
ES,Production of meat products nec,terrestrial_animal_products,2021
ES,Raw milk,terrestrial_animal_products,2021
FI,Animal products nec,terrestrial_animal_products,2021
FI,Cattle farming,terrestrial_animal_products,2021
FI,Meat animals nec,terrestrial_animal_products,2021
FI,Pigs farming,terrestrial_animal_products,2021
FI,Poultry farming,terrestrial_animal_products,2021
FI,Processing of dairy products,terrestrial_animal_products,2021
FI,Processing of meat cattle,terrestrial_animal_products,2021
FI,Processing of meat pigs,terrestrial_animal_products,2021
FI,Processing of meat poultry,terrestrial_animal_products,2021
FI,Production of meat products nec,terrestrial_animal_products,2021
FI,Raw milk,terrestrial_animal_products,2021
FR,Animal products nec,terrestrial_animal_products,2021
FR,Cattle farming,terrestrial_animal_products,2021
FR,Meat animals nec,terrestrial_animal_products,2021
FR,Pigs farming,terrestrial_animal_products,2021
FR,Poultry farming,terrestrial_animal_products,2021
FR,Processing of dairy products,terrestrial_animal_products,2021
FR,Processing of meat cattle,terrestrial_animal_products,2021
FR,Processing of meat pigs,terrestrial_animal_products,2021
FR,Processing of meat poultry,terrestrial_animal_products,2021
FR,Production of meat products nec,terrestrial_animal_products,2021
FR,Raw milk,terrestrial_animal_products,2021
GB,Animal products nec,terrestrial_animal_products,2021
GB,Cattle farming,terrestrial_animal_products,2021
GB,Meat animals nec,terrestrial_animal_products,2021
GB,Pigs farming,terrestrial_animal_products,2021
GB,Poultry farming,terrestrial_animal_products,2021
GB,Processing of dairy products,terrestrial_animal_products,2021
GB,Processing of meat cattle,terrestrial_animal_products,2021
GB,Processing of meat pigs,terrestrial_animal_products,2021
GB,Processing of meat poultry,terrestrial_animal_products,2021
GB,Production of meat products nec,terrestrial_animal_products,2021
GB,Raw milk,terrestrial_animal_products,2021
GR,Animal products nec,terrestrial_animal_products,2021
GR,Cattle farming,terrestrial_animal_products,2021
GR,Meat animals nec,terrestrial_animal_products,2021
GR,Pigs farming,terrestrial_animal_products,2021
GR,Poultry farming,terrestrial_animal_products,2021
GR,Processing of dairy products,terrestrial_animal_products,2021
GR,Processing of meat cattle,terrestrial_animal_products,2021
GR,Processing of meat pigs,terrestrial_animal_products,2021
GR,Processing of meat poultry,terrestrial_animal_products,2021
GR,Production of meat products nec,terrestrial_animal_products,2021
GR,Raw milk,terrestrial_animal_products,2021
HR,Animal products nec,terrestrial_animal_products,2021
HR,Cattle farming,terrestrial_animal_products,2021
HR,Meat animals nec,terrestrial_animal_products,2021
HR,Pigs farming,terrestrial_animal_products,2021
HR,Poultry farming,terrestrial_animal_products,2021
HR,Processing of dairy products,terrestrial_animal_products,2021
HR,Processing of meat cattle,terrestrial_animal_products,2021
HR,Processing of meat pigs,terrestrial_animal_products,2021
HR,Processing of meat poultry,terrestrial_animal_products,2021
HR,Production of meat products nec,terrestrial_animal_products,2021
HR,Raw milk,terrestrial_animal_products,2021
HU,Animal products nec,terrestrial_animal_products,2021
HU,Cattle farming,terrestrial_animal_products,2021
HU,Meat animals nec,terrestrial_animal_products,2021
HU,Pigs farming,terrestrial_animal_products,2021
HU,Poultry farming,terrestrial_animal_products,2021
HU,Processing of dairy products,terrestrial_animal_products,2021
HU,Processing of meat cattle,terrestrial_animal_products,2021
HU,Processing of meat pigs,terrestrial_animal_products,2021
HU,Processing of meat poultry,terrestrial_animal_products,2021
HU,Production of meat products nec,terrestrial_animal_products,2021
HU,Raw milk,terrestrial_animal_products,2021
ID,Animal products nec,terrestrial_animal_products,2021
ID,Cattle farming,terrestrial_animal_products,2021
ID,Meat animals nec,terrestrial_animal_products,2021
ID,Pigs farming,terrestrial_animal_products,2021
ID,Poultry farming,terrestrial_animal_products,2021
ID,Processing of dairy products,terrestrial_animal_products,2021
ID,Processing of meat cattle,terrestrial_animal_products,2021
ID,Processing of meat pigs,terrestrial_animal_products,2021
ID,Processing of meat poultry,terrestrial_animal_products,2021
ID,Production of meat products nec,terrestrial_animal_products,2021
ID,Raw milk,terrestrial_animal_products,2021
IE,Animal products nec,terrestrial_animal_products,2021
IE,Cattle farming,terrestrial_animal_products,2021
IE,Meat animals nec,terrestrial_animal_products,2021
IE,Pigs farming,terrestrial_animal_products,2021
IE,Poultry farming,terrestrial_animal_products,2021
IE,Processing of dairy products,terrestrial_animal_products,2021
IE,Processing of meat cattle,terrestrial_animal_products,2021
IE,Processing of meat pigs,terrestrial_animal_products,2021
IE,Processing of meat poultry,terrestrial_animal_products,2021
IE,Production of meat products nec,terrestrial_animal_products,2021
IE,Raw milk,terrestrial_animal_products,2021
IN,Animal products nec,terrestrial_animal_products,2021
IN,Cattle farming,terrestrial_animal_products,2021
IN,Meat animals nec,terrestrial_animal_products,2021
IN,Pigs farming,terrestrial_animal_products,2021
IN,Poultry farming,terrestrial_animal_products,2021
IN,Processing of dairy products,terrestrial_animal_products,2021
IN,Processing of meat cattle,terrestrial_animal_products,2021
IN,Processing of meat pigs,terrestrial_animal_products,2021
IN,Processing of meat poultry,terrestrial_animal_products,2021
IN,Production of meat products nec,terrestrial_animal_products,2021
IN,Raw milk,terrestrial_animal_products,2021
IT,Animal products nec,terrestrial_animal_products,2021
IT,Cattle farming,terrestrial_animal_products,2021
IT,Meat animals nec,terrestrial_animal_products,2021
IT,Pigs farming,terrestrial_animal_products,2021
IT,Poultry farming,terrestrial_animal_products,2021
IT,Processing of dairy products,terrestrial_animal_products,2021
IT,Processing of meat cattle,terrestrial_animal_products,2021
IT,Processing of meat pigs,terrestrial_animal_products,2021
IT,Processing of meat poultry,terrestrial_animal_products,2021
IT,Production of meat products nec,terrestrial_animal_products,2021
IT,Raw milk,terrestrial_animal_products,2021
JP,Animal products nec,terrestrial_animal_products,2021
JP,Cattle farming,terrestrial_animal_products,2021
JP,Meat animals nec,terrestrial_animal_products,2021
JP,Pigs farming,terrestrial_animal_products,2021
JP,Poultry farming,terrestrial_animal_products,2021
JP,Processing of dairy products,terrestrial_animal_products,2021
JP,Processing of meat cattle,terrestrial_animal_products,2021
