region,total_tCO2e,year,scope,country,group,group_label,population,per_capita_tCO2e,share_of_scope_total_percent
SE,8039627.069306532,2020,core_livestock_meat_dairy,Sweden,GN,Global North,10353442.0,0.776517323350682,0.3958684673654662
SI,1285301.6166529595,2020,core_livestock_meat_dairy,Slovenia,GN,Global North,2102419.0,0.6113441786118559,0.06328780883746281
SK,2152383.6906188643,2020,core_livestock_meat_dairy,Slovak Republic,GN,Global North,5458827.0,0.39429417540047784,0.10598263146317943
TW,4592700.5982771255,2020,core_livestock_meat_dairy,"Taiwan, China",GN,Global North,23561000.0,0.19492808447337234,0.2261429953448386
US,335228902.7412015,2020,core_livestock_meat_dairy,United States,GN,Global North,331577720.0,1.0110115442654033,16.506555689804298
ZA,6213962.967671805,2020,core_livestock_meat_dairy,South Africa,GS,Global South (ex-China),60562381.0,0.10260433729763374,0.30597339591402023
AT,3588225.421858015,2020,old_scope_including_fish,Austria,GN,Global North,8916864.0,0.40240889867312263,0.14596670003617968
AU,31041805.52467904,2020,old_scope_including_fish,Australia,GN,Global North,25649248.0,1.210242324635757,1.2627606638091378
BE,9016790.271231294,2020,old_scope_including_fish,Belgium,GN,Global North,11538604.0,0.7814455085928327,0.3667972231600897
BG,2231739.3409962477,2020,old_scope_including_fish,Bulgaria,GN,Global North,6550696.0,0.3406873622278072,0.09078571958209342
BR,332531549.5661961,2020,old_scope_including_fish,Brazil,GS,Global South (ex-China),208660842.0,1.593646159858763,13.527169350180143
CA,39344932.75206224,2020,old_scope_including_fish,Canada,GN,Global North,38028638.0,1.0346132499423786,1.600526533806822
CH,2734871.742454639,2020,old_scope_including_fish,Switzerland,GN,Global North,8638167.0,0.31660324956146824,0.11125282175320829
CN,869475884.7115495,2020,old_scope_including_fish,China,CN,China,1411100000.0,0.6161688645110549,35.369719215317645
CY,930340.7251234446,2020,old_scope_including_fish,Cyprus,GN,Global North,1302247.0,0.7144118781793658,0.03784566173805711
CZ,9431687.980078775,2020,old_scope_including_fish,Czechia,GN,Global North,10697858.0,0.8816426596874604,0.3836749948419144
DE,54495186.45996852,2020,old_scope_including_fish,Germany,GN,Global North,83160871.0,0.6552984090314364,2.21682910080354
DK,2976878.430821218,2020,old_scope_including_fish,Denmark,GN,Global North,5831404.0,0.5104908579171016,0.1210974980303364
EE,1319493.8358078506,2020,old_scope_including_fish,Estonia,GN,Global North,1329522.0,0.9924573160939425,0.05367615974116296
ES,22581701.815530326,2020,old_scope_including_fish,Spain,GN,Global North,47359424.0,0.4768153813595859,0.9186090915958061
FI,2891020.3841717388,2020,old_scope_including_fish,Finland,GN,Global North,5529543.0,0.5228317031211691,0.11760484796865564
FR,54585380.830835216,2020,old_scope_including_fish,France,GN,Global North,67601110.0,0.8074627891588646,2.22049814974262
GB,47333259.76683755,2020,old_scope_including_fish,United Kingdom,GN,Global North,66744000.0,0.7091762520501851,1.9254865338262293
GR,6489124.744542123,2020,old_scope_including_fish,Greece,GN,Global North,10698599.0,0.6065396735163289,0.2639734168633877
HR,2157186.2424372956,2020,old_scope_including_fish,Croatia,GN,Global North,3914206.0,0.5511171978269145,0.08775294753052945
HU,3319674.8497292227,2020,old_scope_including_fish,Hungary,GN,Global North,9670419.0,0.34328138726245705,0.13504223565674556
ID,88320022.07128873,2020,old_scope_including_fish,Indonesia,GS,Global South (ex-China),274814866.0,0.32138007436354893,3.5928016368027103
IE,8255796.941416146,2020,old_scope_including_fish,Ireland,GN,Global North,5039747.0,1.6381371805799272,0.3358405044361186
IN,141937452.7545259,2020,old_scope_including_fish,India,GS,Global South (ex-China),1402617695.0,0.10119468281378405,5.773924197714219
IT,36730348.62773724,2020,old_scope_including_fish,Italy,GN,Global North,59438851.0,0.6179518616155154,1.4941669349171047
JP,44922951.04922973,2020,old_scope_including_fish,Japan,GN,Global North,126261000.0,0.35579435494119116,1.82743672696781
KR,26473407.374244537,2020,old_scope_including_fish,"Korea, Rep.",GN,Global North,51836239.0,0.5107123488307965,1.0769211682166289
LT,4038236.0045647095,2020,old_scope_including_fish,Lithuania,GN,Global North,2810369.0,1.4369059737581469,0.1642728408206796
LU,191576.30411822264,2020,old_scope_including_fish,Luxembourg,GN,Global North,630419.0,0.30388726246864806,0.00779320071334444
LV,1530317.3675183952,2020,old_scope_including_fish,Latvia,GN,Global North,1900449.0,0.8052399025274528,0.06225232528146126
MT,219470.84276021316,2020,old_scope_including_fish,Malta,GN,Global North,515490.0,0.4257518919090829,0.008927932586598575
MX,51630910.15673554,2020,old_scope_including_fish,Mexico,GS,Global South (ex-China),126799054.0,0.40718687188893016,2.1003121848294435
NL,15592140.015323766,2020,old_scope_including_fish,Netherlands,GN,Global North,17441500.0,0.8939678362138443,0.6342782174929187
NO,3762932.3265496814,2020,old_scope_including_fish,Norway,GN,Global North,5379475.0,0.6994980600429747,0.15307366444149095
PL,20477320.94577254,2020,old_scope_including_fish,Poland,GN,Global North,37515748.0,0.5458326712764074,0.8330042326294052
PT,7887306.977376474,2020,old_scope_including_fish,Portugal,GN,Global North,10297081.0,0.7659750348061236,0.32085056993544003
RO,15856563.202184038,2020,old_scope_including_fish,Romania,GN,Global North,19265250.0,0.8230655300182472,0.6450347824968694
RU,104873214.85234341,2020,old_scope_including_fish,Russian Federation,GS,Global South (ex-China),145245148.0,0.7220428103549691,4.266174862072967
SE,8239760.391370739,2020,old_scope_including_fish,Sweden,GN,Global North,10353442.0,0.7958474477734785,0.33518814790471624
SI,1369343.6310235912,2020,old_scope_including_fish,Slovenia,GN,Global North,2102419.0,0.6513181392593917,0.05570401731688717
SK,2252398.3927146783,2020,old_scope_including_fish,Slovak Republic,GN,Global North,5458827.0,0.4126158225411207,0.091626116505555
TW,14500113.641605008,2020,old_scope_including_fish,"Taiwan, China",GN,Global North,23561000.0,0.6154286168500916,0.5898552876643729
US,353444905.1486552,2020,old_scope_including_fish,United States,GN,Global North,331577720.0,1.0659488977385307,14.377911191107762
ZA,7266102.977627324,2020,old_scope_including_fish,South Africa,GS,Global South (ex-China),60562381.0,0.11997716829573335,0.2955803911611904
AT,3629331.53710981,2021,terrestrial_animal_products,Austria,GN,Global North,8955797.0,0.40524941968981765,0.1851255716401878
AU,33243991.332807787,2021,terrestrial_animal_products,Australia,GN,Global North,25685412.0,1.2942751836259347,1.6957152677179856
BE,8567590.120207408,2021,terrestrial_animal_products,Belgium,GN,Global North,11586195.0,0.7394653827427735,0.4370171207465065
BG,3422298.876908023,2021,terrestrial_animal_products,Bulgaria,GN,Global North,6507301.0,0.5259167935996849,0.17456521385083962
BR,238258346.13477308,2021,terrestrial_animal_products,Brazil,GS,Global South (ex-China),209550294.0,1.1369983863385706,12.153122985664305
CA,37618790.90134865,2021,terrestrial_animal_products,Canada,GN,Global North,38239864.0,0.9837584909127463,1.9188658018194589
CH,2433660.5063135484,2021,terrestrial_animal_products,Switzerland,GN,Global North,8704546.0,0.2795850014823919,0.12413657661273426
CN,637972975.2575942,2021,terrestrial_animal_products,China,CN,China,1412360000.0,0.45170705433288555,32.54183601799179
CY,455942.42321020935,2021,terrestrial_animal_products,Cyprus,GN,Global North,1317309.0,0.3461165324234552,0.023256790091714514
CZ,7085396.960889006,2021,terrestrial_animal_products,Czechia,GN,Global North,10505772.0,0.6744289673228209,0.3614131553621523
DE,58219967.45674319,2021,terrestrial_animal_products,Germany,GN,Global North,83196078.0,0.6997922120408511,2.96969418365281
DK,1716773.8142843705,2021,terrestrial_animal_products,Denmark,GN,Global North,5856733.0,0.2931282362170805,0.08756949606190903
EE,762814.9044063446,2021,terrestrial_animal_products,Estonia,GN,Global North,1330932.0,0.5731434095854219,0.03890979476246374
ES,10622520.857834939,2021,terrestrial_animal_products,Spain,GN,Global North,47443821.0,0.22389682436907724,0.5418353837226231
FI,3249614.137180026,2021,terrestrial_animal_products,Finland,GN,Global North,5541017.0,0.5864652891662354,0.1657568807380317
FR,53586877.47965167,2021,terrestrial_animal_products,France,GN,Global North,67842811.0,0.7898681774794336,2.733368727656437
GB,33012791.461707674,2021,terrestrial_animal_products,United Kingdom,GN,Global North,66984000.0,0.49284592532108673,1.6839221846494077
GR,5273020.775131274,2021,terrestrial_animal_products,Greece,GN,Global North,10569207.0,0.49890410653621164,0.2689671569779292
HR,765228.8709071178,2021,terrestrial_animal_products,Croatia,GN,Global North,3878981.0,0.1972757461062887,0.0390329267838309
HU,2789474.2497651656,2021,terrestrial_animal_products,Hungary,GN,Global North,9630932.0,0.28963699980076335,0.14228598566517123
ID,54493394.55428626,2021,terrestrial_animal_products,Indonesia,GS,Global South (ex-China),276758053.0,0.19689903857751975,2.7796085076069237
IE,11455476.00527799,2021,terrestrial_animal_products,Ireland,GN,Global North,5110585.0,2.241519513965229,0.5843229041500979
IN,163272342.73608536,2021,terrestrial_animal_products,India,GS,Global South (ex-China),1414203896.0,0.11545176985998443,8.328223936830147
IT,27377361.486160573,2021,terrestrial_animal_products,Italy,GN,Global North,59133173.0,0.4629780560931607,1.396469196407887
JP,34180160.102861814,2021,terrestrial_animal_products,Japan,GN,Global North,125681593.0,0.2719583614989811,1.7434675264840604
KR,30128080.34396833,2021,terrestrial_animal_products,"Korea, Rep.",GN,Global North,51769539.0,0.581965397527846,1.5367783403277138
LT,3394554.1009705462,2021,terrestrial_animal_products,Lithuania,GN,Global North,2808380.0,1.208723214440548,0.17315000351446333
LU,545214.6382515108,2021,terrestrial_animal_products,Luxembourg,GN,Global North,640064.0,0.8518126909988857,0.02781040269836756
LV,1730966.5060417003,2021,terrestrial_animal_products,Latvia,GN,Global North,1884490.0,0.918533134185748,0.08829343934122182
MT,102521.79661350204,2021,terrestrial_animal_products,Malta,GN,Global North,518150.0,0.19786123055775748,0.005229449558297377
MX,37743988.54513477,2021,terrestrial_animal_products,Mexico,GS,Global South (ex-China),127648148.0,0.2956877098219613,1.925251904917763
NL,13187854.110808317,2021,terrestrial_animal_products,Netherlands,GN,Global North,17533044.0,0.7521713919618473,0.6726883466025226
NO,4259568.027281889,2021,terrestrial_animal_products,Norway,GN,Global North,5408320.0,0.7875954136001362,0.2172727836869889
PL,29090090.771877326,2021,terrestrial_animal_products,Poland,GN,Global North,36981559.0,0.7866107205452676,1.4838323884561122
PT,4570325.591245424,2021,terrestrial_animal_products,Portugal,GN,Global North,10361831.0,0.4410731646989247,0.23312395933242874
RO,14328884.803290015,2021,terrestrial_animal_products,Romania,GN,Global North,19122059.0,0.7493379663398181,0.7308902377895946
RU,55974151.932847664,2021,terrestrial_animal_products,Russian Federation,GS,Global South (ex-China),144746762.0,0.3867040005554505,2.8551392364377497
SE,8623228.603499012,2021,terrestrial_animal_products,Sweden,GN,Global North,10415811.0,0.8278979527853387,0.4398551381387544
SI,1441558.5867775574,2021,terrestrial_animal_products,Slovenia,GN,Global North,2108079.0,0.68382569475696,0.07353127007033806
SK,2122339.234908833,2021,terrestrial_animal_products,Slovak Republic,GN,Global North,5447247.0,0.3896168532304177,0.10825664728050137
TW,10330889.588054456,2021,terrestrial_animal_products,"Taiwan, China",GN,Global North,23359000.0,0.4422659184063725,0.5269598054035205
US,300059528.8410138,2021,terrestrial_animal_products,United States,GN,Global North,332099760.0,0.9035222694560628,15.305488417025101
ZA,9370242.174912626,2021,terrestrial_animal_products,South Africa,GS,Global South (ex-China),61502603.0,0.15235521291533996,0.47795893577115545
AT,3620454.2066348605,2021,core_livestock_meat_dairy,Austria,GN,Global North,8955797.0,0.4042581812243914,0.18556388085264505
AU,32623557.916884873,2021,core_livestock_meat_dairy,Australia,GN,Global North,25685412.0,1.2701200945067523,1.6720979382045638
BE,8545480.346297236,2021,core_livestock_meat_dairy,Belgium,GN,Global North,11586195.0,0.7375570967256495,0.43799269547530795
BG,3398110.9573600856,2021,core_livestock_meat_dairy,Bulgaria,GN,Global North,6507301.0,0.5221997503050936,0.17416783111358106
BR,237979893.6071498,2021,core_livestock_meat_dairy,Brazil,GS,Global South (ex-China),209550294.0,1.1356695763316362,12.197495149010203
CA,37449725.543243594,2021,core_livestock_meat_dairy,Canada,GN,Global North,38239864.0,0.9793373099664684,1.9194598279783137
CH,2430427.2824263247,2021,core_livestock_meat_dairy,Switzerland,GN,Global North,8704546.0,0.279213560641339,0.12456987242945174
CN,637921568.6860119,2021,core_livestock_meat_dairy,China,CN,China,1412360000.0,0.4516706566923532,32.69622959131719
CY,455387.931886193,2021,core_livestock_meat_dairy,Cyprus,GN,Global North,1317309.0,0.34569560512088887,0.02334059405568516
CZ,7078897.30824194,2021,core_livestock_meat_dairy,Czechia,GN,Global North,10505772.0,0.6738102928791849,0.36282399436717927
DE,58087343.86264382,2021,core_livestock_meat_dairy,Germany,GN,Global North,83196078.0,0.6981981033125603,2.977226707030509
DK,1715532.5781902892,2021,core_livestock_meat_dairy,Denmark,GN,Global North,5856733.0,0.29291630302940036,0.08792843791664065
EE,762695.178093173,2021,core_livestock_meat_dairy,Estonia,GN,Global North,1330932.0,0.5730534528384418,0.039091414799613367
ES,10505847.451084932,2021,core_livestock_meat_dairy,Spain,GN,Global North,47443821.0,0.22143763359795435,0.5384699580225365
FI,3235082.765655122,2021,core_livestock_meat_dairy,Finland,GN,Global North,5541017.0,0.5838427793408903,0.16581193370001296
FR,53441045.34116239,2021,core_livestock_meat_dairy,France,GN,Global North,67842811.0,0.7877186182801652,2.7390838840482554
GB,32913306.423813462,2021,core_livestock_meat_dairy,United Kingdom,GN,Global North,66984000.0,0.49136071933317604,1.6869487978890738
GR,5269020.30369148,2021,core_livestock_meat_dairy,Greece,GN,Global North,10569207.0,0.4985256040203849,0.2700599980114548
HR,764547.5763273777,2021,core_livestock_meat_dairy,Croatia,GN,Global North,3878981.0,0.1971001085922766,0.039186358192238986
HU,2764291.769886762,2021,core_livestock_meat_dairy,Hungary,GN,Global North,9630932.0,0.2870222497559698,0.14168186623909645
ID,54325195.37994552,2021,core_livestock_meat_dairy,Indonesia,GS,Global South (ex-China),276758053.0,0.19629129050111332,2.7844003838818803
IE,11428651.677050095,2021,core_livestock_meat_dairy,Ireland,GN,Global North,5110585.0,2.236270735551819,0.585767651533893
IN,161315567.45491195,2021,core_livestock_meat_dairy,India,GS,Global South (ex-China),1414203896.0,0.1140681113318839,8.268118040002356
IT,27374337.06268109,2021,core_livestock_meat_dairy,Italy,GN,Global North,59133173.0,0.4629269101233768,1.4030527473073517
JP,34070725.955485955,2021,core_livestock_meat_dairy,Japan,GN,Global North,125681593.0,0.27108763616232934,1.7462715369194974
KR,30025332.332084633,2021,core_livestock_meat_dairy,"Korea, Rep.",GN,Global North,51769539.0,0.5799806780602128,1.5389276796324212
LT,3394031.7375495452,2021,core_livestock_meat_dairy,Lithuania,GN,Global North,2808380.0,1.208537212752386,0.1739587535184253
LU,523598.2705278406,2021,core_livestock_meat_dairy,Luxembourg,GN,Global North,640064.0,0.8180404936503859,0.02683666787134655
LV,1729321.4968480847,2021,core_livestock_meat_dairy,Latvia,GN,Global North,1884490.0,0.9176602140887374,0.08863517942277899
MT,102502.98759045586,2021,core_livestock_meat_dairy,Malta,GN,Global North,518150.0,0.1978249302141385,0.005253719862391246
MX,37165771.29207948,2021,core_livestock_meat_dairy,Mexico,GS,Global South (ex-China),127648148.0,0.29115793589170974,1.9049059488727427
NL,13183805.37000871,2021,core_livestock_meat_dairy,Netherlands,GN,Global North,17533044.0,0.7519404713755757,0.6757268423341483
NO,4213280.005143662,2021,core_livestock_meat_dairy,Norway,GN,Global North,5408320.0,0.7790367443390298,0.21594875787698692
PL,29065712.05150647,2021,core_livestock_meat_dairy,Poland,GN,Global North,36981559.0,0.7859515076556527,1.4897430046591391
PT,4569681.058022172,2021,core_livestock_meat_dairy,Portugal,GN,Global North,10361831.0,0.4410109620608725,0.23421584778822113
RO,14320072.418303655,2021,core_livestock_meat_dairy,Romania,GN,Global North,19122059.0,0.7488771171715167,0.7339654254324195
RU,55932313.616968736,2021,core_livestock_meat_dairy,Russian Federation,GS,Global South (ex-China),144746762.0,0.38641495563796263,2.866772119589672
SE,8616568.841903834,2021,core_livestock_meat_dairy,Sweden,GN,Global North,10415811.0,0.8272585631501794,0.4416362872391706
SI,1439971.4843880117,2021,core_livestock_meat_dairy,Slovenia,GN,Global North,2108079.0,0.6830728280999012,0.07380474429713799
SK,2119489.300232863,2021,core_livestock_meat_dairy,Slovak Republic,GN,Global North,5447247.0,0.38909366515468513,0.10863296081914321
TW,6034688.7180507835,2021,core_livestock_meat_dairy,"Taiwan, China",GN,Global North,23359000.0,0.25834533661761133,0.30930380398320995
US,299787845.35409755,2021,core_livestock_meat_dairy,United States,GN,Global North,332099760.0,0.9027041915179269,15.365419044497655
ZA,9354766.957335057,2021,core_livestock_meat_dairy,South Africa,GS,Global South (ex-China),61502603.0,0.15210359401105442,0.47947212200445805
AT,3694021.9219359388,2021,old_scope_including_fish,Austria,GN,Global North,8955797.0,0.4124727170497432,0.15348125348295769
AU,36004062.14849259,2021,old_scope_including_fish,Australia,GN,Global North,25685412.0,1.4017319305017413,1.4959165662268052
BE,8640661.922023056,2021,old_scope_including_fish,Belgium,GN,Global North,11586195.0,0.7457721816371169,0.3590069714636521
BG,3488584.089115456,2021,old_scope_including_fish,Bulgaria,GN,Global North,6507301.0,0.5361030770077266,0.14494560947205656
BR,241663168.70011666,2021,old_scope_including_fish,Brazil,GS,Global South (ex-China),209550294.0,1.1532466220262934,10.040754179747555
CA,39888399.262150176,2021,old_scope_including_fish,Canada,GN,Global North,38239864.0,1.0431103850722423,1.6573051399151015
CH,5456283.595974807,2021,old_scope_including_fish,Switzerland,GN,Global North,8704546.0,0.6268314965507457,0.22670067026289725
CN,943930650.2885303,2021,old_scope_including_fish,China,CN,China,1412360000.0,0.6683357290552907,39.218949553862295
CY,472143.4472848205,2021,old_scope_including_fish,Cyprus,GN,Global North,1317309.0,0.3584151078333333,0.019616875493543885
CZ,7143220.728252872,2021,old_scope_including_fish,Czechia,GN,Global North,10505772.0,0.6799329671587078,0.29679046157450206
DE,60247221.61535232,2021,old_scope_including_fish,Germany,GN,Global North,83196078.0,0.724159396256063,2.503184682657163
DK,2309830.1063351254,2021,old_scope_including_fish,Denmark,GN,Global North,5856733.0,0.3943888352662014,0.09597009101321095
EE,1276157.155754896,2021,old_scope_including_fish,Estonia,GN,Global North,1330932.0,0.9588447462040857,0.05302247903387083
ES,13269334.656935973,2021,old_scope_including_fish,Spain,GN,Global North,47443821.0,0.27968520193464125,0.5513216107185581
FI,3437420.640438331,2021,old_scope_including_fish,Finland,GN,Global North,5541017.0,0.6203591579737674,0.14281984238095038
FR,56079874.8345509,2021,old_scope_including_fish,France,GN,Global North,67842811.0,0.8266148469961084,2.3300374677428652
GB,33539812.00740668,2021,old_scope_including_fish,United Kingdom,GN,Global North,66984000.0,0.5007137825063699,1.3935305467222954
GR,5358379.219444344,2021,old_scope_including_fish,Greece,GN,Global North,10569207.0,0.5069802511621112,0.22263288540701098
HR,806889.3296166597,2021,old_scope_including_fish,Croatia,GN,Global North,3878981.0,0.20801579838020853,0.03352508142850594
HU,2818954.056474549,2021,old_scope_including_fish,Hungary,GN,Global North,9630932.0,0.2926979503618704,0.11712345276820618
ID,69453389.2394282,2021,old_scope_including_fish,Indonesia,GS,Global South (ex-China),276758053.0,0.25095345369924327,2.885687595898373
IE,11756698.547181658,2021,old_scope_including_fish,Ireland,GN,Global North,5110585.0,2.3004604261902815,0.48847377410718046
IN,179667584.5424863,2021,old_scope_including_fish,India,GS,Global South (ex-China),1414203896.0,0.1270450357622875,7.464927569077454
IT,29148251.36842153,2021,old_scope_including_fish,Italy,GN,Global North,59133173.0,0.4929255422911524,1.2110675711737846
JP,47104949.234836906,2021,old_scope_including_fish,Japan,GN,Global North,125681593.0,0.37479592763306957,1.9571423252477478
KR,40862448.1866745,2021,old_scope_including_fish,"Korea, Rep.",GN,Global North,51769539.0,0.7893145076426988,1.6977754600834702
LT,3541079.811708521,2021,old_scope_including_fish,Lithuania,GN,Global North,2808380.0,1.260897674712297,0.14712673061219714
